id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],y/n/m,notes,"AGCnr, Name",ALFALFA notes,cube notes
2600235.301,422,218.459,72.582,1152.81,218.642,72.709,1153.346,214,223,68,79,1138,1169,1071,31,60,5.7157,3.0323,-32.4617,5.1446,2.6083,-33.0869,324.3539,1.0264,18.6818,140.2579,0.2094,47.33,21.2863,15.8487,17.182,260.6143,-0.69651491,95582.359,n,,,,
2600235.302,423,125.947,85.439,1159.536,125.687,85.497,1159.661,121,134,82,90,1138,1179,1461,41,67,6.3274,3.5812,70.5486,5.5402,3.2762,65.7045,426.0006,1.3558,0,68.0536,0.1999,55.7602,27.2101,15.946,0,262.16356,-0.48338356,100231.54,n,,,,
2601035.001,2,439.749,413.44,762.018,439.734,413.49,762.179,433,447,409,419,746,776,1397,30,70,7.181,2.942,59.4421,6.8045,2.812,57.4532,279.2886,0.796,9.9743,50.3962,0.1853,40.3261,23.2593,15.8567,22.927,256.92943,12.983169,-192364.23,n,,,,
2601035.005,6,39.18,499.519,846.591,39.329,499.481,846.367,35,45,493,507,822,872,3336,50,109,6.7196,5.1769,-0.4005,5.6156,4.3783,-3.1631,1002.2972,1.0279,0,138.6574,0.178,97.4653,35.643,22.356,0,263.60286,14.416356,-130391.86,m,,,,
2601035.009,10,127.764,113.763,857.927,127.816,113.848,858.485,123,136,109,120,836,878,2792,42,109,7.1009,4.7264,66.9379,6.1738,4.4447,67.9004,662.9956,0.8877,1.1452,49.9106,0.1914,65.5428,28.5553,18.6271,41.1587,262.12807,7.9891294,-121471.28,n,,,,
2601035.011,12,40.962,461.246,868.761,40.958,461.114,868.886,34,49,455,469,845,893,4784,48,155,7.5282,6.3686,-52.8124,6.5734,5.8017,-71.1997,1140.7653,0.8483,59.1667,310.6018,0.1802,91.5331,36.6673,27.2004,22.5467,263.57571,13.776904,-113815.25,n,,,,
2601035.012,13,8.241,245.789,872.597,8.276,245.844,872.668,3,15,237,253,843,912,4971,69,137,7.9942,5.3257,16.839,6.5258,4.3142,17.6686,1410.4708,1.2257,80.9133,23.1228,0.1754,114.0765,48.3376,29.6626,14.3674,264.1204,10.189074,-111030.67,n,same as 2681035.038,,,
2601035.015,16,101.035,147.627,879.87,101.099,147.773,879.193,97,108,143,152,864,896,956,32,52,6.4658,2.8647,-53.6863,6.1986,2.4769,-56.0987,234.2297,0.7793,13.2661,99.7518,0.1918,39.4946,24.2026,16.5754,21.6072,262.57335,8.5545543,-106227.8,n,,,,
2601035.036,41,494.476,499.723,985.626,494.425,499.552,986.61,490,501,493,506,966,1008,2748,42,108,7.1342,4.8699,-31.1916,6.1172,4.3864,-26.5544,764.2251,0.939,73.9582,1.6216,0.1997,72.9899,29.0691,17.5882,6.1191,256.01792,14.417533,-27155.848,n,,,,
2601035.045,55,506.513,128.152,984.86,506.415,128.103,985.224,500,511,125,132,965,1004,1253,39,57,6.237,3.2031,83.3365,5.5482,2.8769,81.1948,355.729,0.8999,0,254.0126,0.1995,50.367,32.3788,21.8961,0,255.81807,8.2267049,-28175.483,n,,,,
2601035.069,86,357.193,430.153,992.65,356.886,430.059,994.583,353,362,427,435,973,1014,1483,41,58,4.4798,3.9943,-80.205,3.6649,3.3481,-75.9848,668.8581,1.2669,31.5561,14.047,0.2122,81.8339,31.5085,17.6202,19.7931,258.31023,13.259315,-21286.797,n,,,,
2601035.076,98,326.778,46.306,1078.814,326.456,46.299,1076.894,322,332,42,52,1058,1101,2172,43,78,5.0587,4.809,40.5531,4.4528,4.1474,15.8142,831.8552,1.2424,36.108,170.5426,0.221,80.7641,30.8737,18.3649,23.5103,258.81739,6.8633041,39304.316,n,,,,
2601035.125,188,502.291,120.153,1101.968,502.428,120.163,1101.692,497,509,114,128,1080,1124,3385,44,136,7.4953,5.7238,5.0924,6.6121,4.7893,11.3694,1154.7857,1.2062,95.9809,195.6684,0.1902,104.3629,31.8834,22.5219,7.2664,255.88452,8.094371,57558.789,n,,,,
2601035.204,329,127.736,142.08,1097.002,127.829,142.116,1096.348,125,132,137,150,1063,1122,1110,59,60,7.0791,3.0225,10.5031,6.8299,2.5239,10.7255,410.1991,1.175,8.8922,191.8757,0.2075,59.3335,50.224,16.4366,50.2114,262.12785,8.4602583,53625.157,n,,,,
2601035.266,420,449.094,406.021,1101.038,449.166,406.042,1099.803,445,454,402,411,1080,1122,1550,42,65,4.9051,4.2645,39.7522,4.3118,3.7007,45.0831,408.6325,1.0261,15.3257,60.9058,0.1972,52.6293,32.9561,21.9666,28.8176,256.77223,12.859032,56168.672,n,,,,
2601035.274,431,351.748,101.185,1108.735,351.897,100.963,1109.493,344,358,96,107,1095,1128,1652,33,96,7.374,4.0968,-63.6261,6.5002,3.3508,-64.0725,650.4448,1.1287,34.3103,289.4951,0.2028,78.9068,24.0326,18.7108,19.4716,258.39338,7.7743854,63301.652,n,,,,
2601035.275,432,408.528,423.656,1101.418,408.426,423.787,1101.532,404,415,420,429,1086,1118,1441,32,82,5.831,4.3859,72.5867,4.926,3.8852,70.5021,466.2625,1.1102,0,21.2848,0.1946,63.1308,23.7351,16.5261,0,257.45123,13.15479,57441.051,n,,,,
2601035.278,435,309.895,498.066,1115.582,310.066,498.2,1115.921,306,315,494,504,1096,1137,1454,41,64,4.7292,4.1192,-3.0788,4.3445,3.5289,14.1826,386.7732,0.9369,10.4467,218.5598,0.1894,53.5547,28.6291,21.3729,28.1079,259.09057,14.395015,68032.96,n,,,,
2601035.288,448,255.25,257.951,1123.917,255.465,257.891,1123.898,251,260,254,263,1106,1142,1140,36,62,5.4832,3.484,34.5526,5.0265,3.0146,32.4814,334.3766,0.9377,21.3151,166.5417,0.1916,51.6828,24.1708,15.7788,16.487,260.00058,10.389849,73904.937,n,,,,
2601035.291,452,424.995,54.68,1138.27,425.38,54.572,1137.698,419,433,48,61,1116,1169,3773,53,118,6.8256,5.7012,63.2506,6.0062,4.8047,71.8018,992.1712,1.0841,25.6381,88.1924,0.1837,87.9266,38.2392,15.3574,37.7085,257.16866,7.0011939,84064.077,n,,,,
2601035.293,454,273.616,105.705,1110.85,273.266,105.603,1111.478,270,278,103,110,1098,1123,560,25,40,4.0825,2.9614,-64.1981,3.6788,2.6424,-67.676,175.5627,0.9901,9.5181,98.468,0.2053,36.1301,19.9473,16.0971,19.1275,259.7039,7.8517092,64762.375,n,,,,
2601035.301,463,489.967,100.026,1120.111,489.9,99.903,1120.006,488,493,96,103,1110,1131,307,21,28,4.2209,2.2835,0.3206,3.3321,2.1811,-1.6825,110.2613,0.8086,6.223,193.5906,0.2036,30.904,19.8216,17.4822,17.8883,256.09333,7.7567105,71039.916,n,,,,
2601035.31,473,219.286,317.45,1125.645,219.076,317.437,1125.442,213,227,315,321,1107,1146,1635,39,72,7.2393,3.1898,-85.3614,6.0371,2.7077,-86.4267,596.8428,1.2236,31.656,98.1933,0.1895,77.9093,25.796,17.7962,19.964,260.60706,11.382291,75041.995,n,,,,
2601035.318,481,215.129,339.476,1132.789,215.071,339.354,1132.396,211,221,335,345,1115,1154,1945,39,78,5.1034,4.8298,86.5962,4.5673,4.3643,-48.564,489.8243,0.9571,25.3252,34.4261,0.1864,59.5965,31.1198,16.0714,18.5371,260.67382,11.747563,80160.834,n,,,,
2601035.321,484,219.815,373.815,1167.612,219.719,373.594,1167.358,214,226,369,380,1151,1188,1959,37,88,6.1426,4.1797,61.4795,5.4782,3.6621,57.0529,577.7162,0.9625,31.2597,235.4771,0.1803,72.3921,27.1219,18.6503,19.1835,260.59635,12.318242,105897.32,y,,,,
2601035.323,487,280.684,228.433,1136.449,280.564,228.216,1135.511,278,285,222,236,1112,1158,1395,46,72,7.1979,3.0196,-6.2321,6.4566,2.8089,-5.5598,340.1578,0.8513,2.952,349.0811,0.1889,48.2142,38.2141,28.1856,41.4006,259.58227,9.8952675,82453.778,n,,,,
2601035.329,493,437.168,81.629,1143.29,437.354,81.637,1145.1,434,442,78,86,1120,1167,1338,47,49,4.351,3.2881,59.4583,3.5913,2.6908,60.6471,560.7564,1.7798,21.5043,239.5717,0.2035,75.3447,33.0387,21.0114,23.664,256.9691,7.4522701,89512.214,y,,,,
2601835.003,3,3.309,151.075,809.277,2.871,150.54,809.603,0,8,146,157,784,834,2413,50,72,6.128,3.7068,-21.9034,5.5405,3.1635,-26.2014,692.6047,1.0043,3.3541,159.504,0.1186,118.8967,34.9336,23.1681,46.0522,264.21049,16.600662,-157454.43,n,,,,
2601835.006,6,63.831,331.656,814.512,63.517,331.578,814.753,58,70,328,337,793,839,2142,46,76,6.5297,3.6314,-58.5849,5.7253,3.0468,-59.9189,425.8539,0.5355,1.9299,304.9089,0.1081,85.1014,34.6107,24.7479,43.3541,263.19972,19.617967,-153663.65,n,,,,
2601835.009,9,3.528,168.819,815.081,3.426,168.895,814.769,0,8,165,173,799,833,961,34,47,4.2841,3.2368,-26.1157,3.7913,2.9696,-30.8894,192.267,0.5977,9.0974,96.3646,0.1196,51.8428,26.0552,18.8236,22.3746,264.20125,16.906589,-153651.69,n,,,,
2601835.01,10,96.782,382.099,815.668,96.9,382.226,816.463,94,101,378,387,800,832,689,32,42,5.1308,2.5757,-27.4972,4.8592,2.3063,-25.5577,151.2163,0.7015,6.0197,353.5395,0.164,35.1203,26.7927,16.2787,25.6206,262.64334,20.462108,-152404.57,n,,,,
2601835.013,13,18.506,220.373,836.567,18.557,220.392,836.385,14,24,213,228,812,862,3501,50,112,7.454,4.5527,-16.8172,6.7192,3.9939,-14.0166,768.1368,0.7278,5.9485,156.7534,0.1298,100.0251,33.4906,19.7371,42.7015,263.94906,17.764864,-137739.44,n,,,,
2601835.014,14,39.04,19.641,847.146,39.222,19.558,846.803,34,46,12,28,821,875,4142,54,135,7.2461,5.7478,0.7013,6.0971,4.7408,-2.7758,1185.7293,1.0594,0,319.6662,0.1761,104.6241,35.7439,21.9417,0,263.60463,14.417623,-130070.57,n,,,,
2601835.016,16,40.804,278.917,873.167,40.722,278.742,872.947,34,48,274,284,849,898,3252,49,103,7.1254,4.548,-64.7629,6.0946,3.7127,-65.0033,912.2824,0.9012,15.5941,283.695,0.1388,115.2301,36.8754,20.6451,37.1074,263.57964,18.737359,-110825.18,y,,,,
2601835.022,22,97.266,506.562,881.217,97.334,506.564,880.614,93,103,503,511,862,899,1328,37,56,5.6353,3.0561,-51.0455,4.8545,2.6831,-47.3642,329.756,0.7466,15.5202,329.5697,0.1376,65.7401,29.6912,19.0242,23.0688,262.63611,22.534405,-105181.94,n,,,,
2601835.023,23,25.535,357.91,881.078,25.424,357.853,881.212,20,31,354,363,860,903,2212,43,77,5.728,4.2132,59.0213,4.9153,3.7251,56.0596,431.3737,0.66,1.6694,192.2142,0.111,82.6254,33.1068,21.1651,40.6671,263.83461,20.05589,-104741.19,n,,,,
2601835.031,31,310.056,326.099,927.422,310.61,326.007,927.596,304,318,322,331,912,944,1719,32,80,7.2348,3.5963,74.4477,6.7995,3.1112,73.8806,346.9909,0.8059,0,62.6383,0.1303,64.2055,25.3007,17.8561,0,259.0815,19.52512,-70597.039,n,,,,
2601835.033,33,94.305,479.268,906.067,94.317,479.346,905.57,90,100,476,483,890,923,944,33,47,5.5396,2.3993,-69.2253,5.2551,2.272,-69.0809,185.0178,0.5782,0,288.6298,0.1394,43.1828,24.3965,16.4111,0,262.68639,22.080768,-86811.287,n,,,,
2601835.038,38,233.518,194.694,941.373,233.664,194.612,941.281,227,239,189,202,918,967,2875,49,95,7.7163,3.948,-41.1465,6.5453,3.4192,-39.8183,591.0122,0.6676,9.3309,139.1073,0.1377,80.0684,38.7305,22.6825,39.459,260.36394,17.335201,-60523.068,n,,,,
2601835.04,45,452.637,73.1,965.227,452.572,73.211,965.073,447,460,68,79,946,985,2092,39,95,6.5074,4.4647,54.3591,5.7982,3.992,56.0223,435.7517,0.7704,11.9227,70.5156,0.1866,51.0553,31.0533,24.5738,30.6565,256.71547,15.311838,-43009.095,n,,,,
2601835.049,55,374.178,462.384,967.892,374.118,462.423,967.816,367,381,454,469,950,988,2404,38,130,7.5327,5.7195,-17.1421,6.4428,5.2597,-22.5984,496.1784,0.8133,17.4746,165.3098,0.1669,60.6198,31.482,20.5978,25.3926,258.02303,21.79873,-40990.275,n,,,,
2601835.056,63,34.848,363.876,968.943,34.944,363.909,969.293,27,44,360,368,945,992,1910,47,78,7.8028,3.409,-74.1475,6.2682,2.965,-70.0878,379.4983,0.6147,5.6093,142.8417,0.1387,62.5885,40.9412,31.4974,41.3637,263.67594,20.156816,-39903.032,n,,,,
2601835.057,64,88.128,413.729,957.555,88.287,413.626,958.112,82,95,408,420,936,977,2054,41,90,7.3792,3.7521,-57.4913,6.6183,3.499,-63.1591,452.3001,0.7246,18.9732,142.5112,0.1657,60.2417,31.78,18.0372,25.3162,262.78689,20.985437,-48133.355,n,,,,
2601835.063,71,263.841,175.625,977.5,263.694,175.579,979.185,258,270,173,180,959,996,1558,37,68,6.3323,3.4616,-80.8442,5.1061,2.9847,-78.2656,468.8682,0.728,8.4791,96.1437,0.1329,89.3924,26.9791,17.3319,29.0342,259.86344,17.017975,-32621.021,m,,,,
2601835.08,94,211.845,241.226,987.434,212.096,241.528,989.321,206,220,234,247,962,1015,3598,53,127,6.8771,5.6578,80.4548,5.8791,4.8311,-74.855,1111.6491,1.2899,53.1153,229.3042,0.2051,90.3691,37.3385,28.5127,27.5701,260.72339,18.117135,-25159.902,n,,,,
2601835.096,114,318.458,32.658,981.27,318.402,32.77,981.552,314,323,29,38,965,1000,1276,35,59,4.5994,4.0535,63.2133,3.934,3.6218,68.9073,336.4697,0.9319,1.4229,62.1955,0.1862,50.6001,26.4786,15.3297,30.67,258.95164,14.637822,-30878.881,n,,,,
2601835.1,119,469.837,292.408,981.749,469.721,292.741,983.484,465,475,287,298,969,995,1010,26,75,5.9505,3.824,31.2555,5.318,3.2795,29.4279,326.3523,1.0149,11.0774,44.8753,0.194,52.9206,22.0355,15.1097,21.5744,256.42964,18.970685,-29456.797,n,,,,
2601835.141,194,74.684,271.684,999.169,74.77,271.611,1000.633,68,82,266,279,982,1015,2284,33,123,6.3974,6.1065,-58.7788,5.773,5.2582,87.179,1153.657,1.258,114.3769,329.0225,0.2137,112.9619,23.208,16.2787,8.9293,263.01217,18.618509,-16832.853,n,,,,
2601835.156,227,433.364,15.392,1110.573,433.325,15.316,1110.263,429,439,9,22,1098,1127,1331,29,85,7.0142,3.4327,-36.5197,6.7554,3.2517,-38.0771,278.1731,0.7927,8.9366,339.602,0.186,41.0009,21.3007,15.2577,21.3261,257.03625,14.346933,63868.353,n,,,,
2601835.308,475,401.513,5.342,1113.26,401.512,5.464,1113.578,395,408,3,10,1096,1132,1323,36,67,6.0546,3.3625,-89.1667,5.1321,2.9196,89.5926,397.0048,0.8271,0,276.2407,0.1877,58.1353,23.7661,15.8332,0,257.56646,14.182723,66308.726,n,,,,
2601835.313,484,309.659,17.78,1114.987,309.769,17.988,1115.238,304,315,12,24,1095,1138,2223,43,93,5.8865,5.0177,-34.5309,5.1189,4.4763,-16.1236,559.7597,0.9639,1.944,217.3014,0.1829,64.8951,29.0444,18.0797,42.2401,259.09552,14.391462,67530.345,n,,,,
2601835.314,485,416.376,254.199,1091.528,416.047,253.746,1089.102,408,424,248,263,1073,1112,2985,39,161,7.4704,7.0696,-8.5396,6.8025,6.2361,-17.1056,886.8342,1.2307,20.3208,19.8589,0.2121,76.5264,24.9311,15.5542,25.2903,257.32421,18.32076,48290.938,n,,,,
2601835.323,500,386.745,2.28,1100.955,386.754,2.217,1100.532,381,394,0,6,1075,1124,1531,49,57,6.5405,2.6741,-80.5604,5.6191,2.3273,-82.7052,426.2783,1.133,0,287.5849,0.1929,56.4647,42.3273,32.0429,0,257.81242,14.12861,56704.808,n,,,,
2601835.324,504,5.608,252.485,1081.559,5.468,252.62,1080.757,1,11,249,258,1070,1092,757,22,60,5.2275,3.6909,-84.6721,4.441,3.1542,84.2225,306.444,0.8181,18.8789,267.8433,0.1742,63.9484,18.282,14.89,16.6159,264.16721,18.302006,42148.263,m,,,,
2602635.009,9,233.453,461.892,797.143,233.474,461.872,797.213,228,239,457,468,773,821,1787,48,80,5.5495,4.8695,-71.9494,5.3077,3.9716,-67.068,356.9812,0.8088,0,79.5805,0.1566,53.9238,37.7789,19.207,0,260.3671,29.789546,-166575.15,n,,,,
2602635.013,14,109.369,147.36,801.993,109.311,147.317,802.58,105,115,144,152,784,820,1401,36,67,4.9907,4.1435,-85.6843,4.3933,3.616,89.627,373.4842,0.7731,2.1365,275.0114,0.1641,60.8025,27.1734,15.5077,34.4242,262.43649,24.546945,-162624.58,n,,,,
2602635.015,16,192.142,240.876,808.728,192.157,240.766,808.934,189,196,234,246,792,826,1112,34,60,5.2395,3.4441,-3.9151,4.3844,2.9988,-8.4333,255.4653,0.6117,13.9221,159.7805,0.1519,50.4174,26.3671,15.5866,18.879,261.05573,26.104437,-157947.09,n,,,,
2602635.016,17,172.262,269.188,805.889,172.326,269.112,806.182,167,178,264,275,789,821,1646,32,90,6.4476,3.9056,-34.3773,6.1677,3.7299,-40.2699,311.044,0.6986,22.7917,140.5609,0.1679,45.6664,24.2971,15.7212,15.8307,261.38624,26.576872,-159972.8,n,,,,
2602635.017,18,155.129,463.116,812.643,155.128,463.028,812.378,151,160,459,471,789,839,2149,50,75,5.2463,4.3214,-23.5614,4.456,3.8217,-26.8394,489.4099,0.8069,6.3012,118.3268,0.1631,64.7277,39.9241,24.1326,43.1072,261.67287,29.808803,-155411.64,m,,,,
2602635.018,19,4.884,89.911,822.254,4.916,89.857,822.381,0,12,84,97,801,841,2334,40,102,5.9383,5.3325,-46.5987,5.3237,4.7161,-61.9261,509.6105,0.7374,24.8344,324.2596,0.1673,63.0368,28.6784,23.6221,24.0329,264.17642,23.589271,-148048.54,n,,,,
2602635.021,22,215.119,263.305,816.463,215.155,263.492,816.502,212,219,257,271,794,838,1720,44,69,7.01,2.9877,-11.0477,6.2207,2.6325,-9.5952,336.2884,0.6756,3.2585,356.8296,0.139,58.3392,34.1045,22.8996,37.2746,260.67242,26.483204,-152376.16,n,,,,
2602635.031,34,500.185,291.803,831.44,500.113,291.706,831.414,497,504,286,297,816,845,871,29,51,5.1684,2.8561,-1.2272,4.6668,2.791,-5.3036,176.4707,0.6066,7.2639,11.1742,0.1608,37.1752,24.6637,19.4893,24.1687,255.9231,26.953436,-141398.68,n,,,,
2602635.039,42,154.77,106.298,821.268,154.891,106.277,821.035,151,160,103,111,809,833,534,24,36,5.2792,2.0561,46.4244,5.1547,1.9322,50.3936,111.8818,0.5624,9.3995,231.694,0.1702,28.4513,19.0323,15.726,15.9123,261.67682,23.862943,-149039.35,n,,,,
2602635.04,43,81.002,419.288,871.162,80.917,419.726,870.948,77,86,413,427,848,898,3048,50,101,7.2123,4.2202,17.7154,6.5684,3.5656,12.9288,703.8372,0.7601,0,15.7204,0.1766,72.2066,37.8456,22.1673,0,262.90973,29.08711,-112296.8,n,,,,
2602635.045,48,263.889,444.86,857.731,263.863,444.932,857.808,258,269,442,449,844,873,904,29,56,5.2597,3.247,-86.1766,4.4123,3.0591,-82.941,192.2402,0.6952,0,277.0737,0.1591,40.1839,23.5917,15.24,0,259.86062,29.507212,-121969.74,n,,,,
2602635.046,49,98.305,28.003,881.066,98.173,27.712,880.372,93,105,23,35,863,898,1493,35,71,7.7136,2.959,-38.8448,6.7755,2.5191,-37.7697,360.024,0.7424,0,330.8726,0.1433,65.0085,24.5571,17.7824,0,262.62213,22.553532,-105359.47,n,,,,
2602635.051,55,134.633,400.705,864.571,134.645,400.573,864.44,131,139,397,405,852,879,708,27,45,4.2916,2.9403,46.1918,3.7484,2.724,41.0557,160.2511,0.6827,0,246.9979,0.1682,35.8099,23.7505,18.3833,0,262.01426,28.767884,-117087.73,n,,,,
2602635.052,56,267.706,464.037,873.342,267.761,464.097,873.208,264,272,460,468,857,890,983,33,45,4.4732,3.199,-39.8959,4.106,2.7634,-44.5555,200.1499,0.6825,6.5918,299.8541,0.1477,43.2137,25.1903,17.0965,24.9002,259.79564,29.826631,-110633.2,n,,,,
2602635.056,60,153.405,309.409,882.472,153.621,309.368,883.003,145,160,304,316,863,901,2227,38,107,6.1631,5.4207,41.6538,5.4043,4.8895,31.431,496.0386,0.8237,2.2185,357.0561,0.1651,63.6641,26.4342,19.8056,34.5097,261.69799,27.2478,-103423.03,n,,,,
2602635.058,64,110.207,448.113,882.61,110.009,447.989,882.161,105,116,443,456,864,905,2069,41,86,7.0965,3.9423,-27.3804,6.5581,3.4687,-26.1513,408.9235,0.7442,22.3276,156.5865,0.1566,57.4078,28.8229,20.2598,20.9287,262.42486,29.558164,-104043,n,,,,
2602635.063,69,170.453,495.729,888.599,170.342,495.725,888.74,167,175,492,501,872,905,1058,33,51,4.4865,3.3829,34.0666,4.0344,3.0694,32.7623,226.1672,0.6823,3.114,211.2613,0.1569,44.305,26.7635,15.6981,29.3707,261.41931,30.353751,-99199.888,n,,,,
2602635.071,77,210.17,339.667,893.023,210.313,339.716,893.419,207,214,336,345,875,914,1282,39,52,4.802,3.4107,-0.6291,4.5133,3.0793,4.9378,261.0412,0.7247,11.929,183.712,0.1524,47.8403,30.8129,22.813,26.6193,260.75312,27.753601,-95755.52,n,,,,
2602635.072,78,178.665,130.757,897.773,178.82,130.747,896.984,174,184,127,136,880,915,1249,35,62,4.6401,3.9372,-55.7953,4.1175,3.2711,-51.9017,310.7885,0.7814,18.1288,112.3999,0.1568,56.0721,24.2453,14.8737,18.8146,261.278,24.270775,-93131.297,m,,,,
2602635.076,83,164.02,169.257,898.657,163.893,169.292,899.054,161,168,166,174,882,914,1093,32,50,4.4729,3.33,-32.7617,4.078,3.223,-23.9083,214.7292,0.6485,1.8124,340.5638,0.1583,41.0178,25.6779,20.3702,30.2159,261.52678,24.913201,-91607.294,n,,,,
2602635.081,88,113.409,433.567,898.833,113.387,433.587,898.891,108,120,428,439,877,921,2607,44,101,6.1602,5.0668,-32.5942,5.3921,4.5718,-38.6927,529.1623,0.7235,0.4635,108.1598,0.1627,63.697,35.532,29.5713,42.8909,262.36855,29.31813,-91727.624,n,,,,
2602635.084,91,21.394,88.389,928.434,21.431,88.058,928.973,16,29,83,96,909,950,3261,41,128,6.5595,6.3797,-82.1192,6.0762,5.3735,-54.3251,830.3176,0.83,64.1157,279.1391,0.1635,88.9528,30.8324,17.8857,15.3654,263.90116,23.5593,-69583.154,n,,,,
2602635.098,107,421.152,225.318,914.826,421.316,225.143,916.256,417,427,221,231,898,931,1416,33,67,5.418,3.8021,56.0689,4.8479,3.283,52.5256,387.5222,0.7827,0,21.2937,0.1515,67.9719,25.381,16.7138,0,257.2364,25.844048,-78944.991,n,,,,
2602635.113,130,235.355,138.284,927.1,235.418,138.183,927.284,233,240,135,143,911,945,879,34,43,4.0389,3.2671,21.6273,3.4209,2.8207,26.7498,212.918,0.7016,7.923,12.2428,0.139,51.6511,25.8457,16.5416,24.7971,260.3347,24.394716,-70826.532,m,,,,
2602635.115,135,242.753,125.237,926.779,242.722,125.07,926.879,238,249,123,129,912,943,998,31,53,5.5531,2.8671,88.2178,4.8353,2.628,88.9166,233.441,0.6204,10.411,89.1525,0.1467,50.3646,26.5483,16.2448,20.7062,260.21297,24.176166,-71124.904,n,,,,
2602635.124,147,507.55,507.913,936.885,507.909,508.115,937.522,502,512,503,512,916,955,1523,39,61,5.1784,3.5472,53.4885,4.9547,3.4482,58.8955,470.4559,1.0498,12.1027,48.2415,0.1858,64.8982,29.8779,15.2465,29.5337,255.79317,30.560261,-63290.67,n,,,,
2602635.127,151,311.852,260.538,932.739,311.891,260.58,932.913,308,317,256,268,916,952,1934,36,84,6.1192,4.2092,-17.9912,5.6377,3.7239,-20.1067,403.2298,0.5938,0,178.8794,0.1599,57.3379,29.6536,20.516,0,259.06014,26.434668,-66683.078,n,,,,
2602635.133,157,117.783,109.066,941.837,117.723,109.142,942.362,114,123,106,113,927,958,866,31,47,4.0777,3.3062,-60.3769,3.6761,2.9378,-69.5153,221.4147,0.661,6.5259,131.3519,0.1661,45.3112,24.9521,17.6325,24.9756,262.29629,23.910688,-59727.898,n,,,,
2602635.135,159,224.865,324.503,943.926,224.926,324.437,943.973,222,229,321,329,925,963,906,38,41,4.1726,2.9474,-36.9665,3.5953,2.7788,-40.6139,199.3626,0.8058,5.0517,172.8513,0.1735,38.1785,29.424,22.6028,29.1593,260.50956,27.498952,-58541.92,n,,,,
2602635.138,163,61.019,123.618,962.81,60.926,123.394,964.818,57,66,118,131,938,993,2567,55,85,6.4613,4.362,-4.7533,5.5129,3.7271,-6.7333,678.5515,0.8905,16.0408,164.9163,0.1678,79.8257,48.7759,42.9577,44.0641,263.24291,24.148232,-43197.446,n,,,,
2602635.155,193,374.676,374.724,954.743,374.654,374.519,955.779,372,378,371,379,941,968,525,27,31,4.3827,2.3154,-15.302,3.8606,1.9359,-11.4996,145.4268,0.6662,0,175.7894,0.1549,40.9742,21.1764,15.5872,0,258.0141,28.333659,-49850.608,n,,,,
2602635.166,212,397.761,504.582,963.594,397.469,504.422,968.156,393,404,500,510,943,993,1251,50,69,5.8033,4.1093,62.5257,4.6725,3.4488,81.2006,376.3024,1.0176,9.3052,282.6117,0.1843,57.7161,45.2532,41.4527,45.2172,257.63384,30.498704,-40740.072,n,,,,
2603435.004,4,69.619,292.008,766.576,69.619,292.026,768.185,65,75,288,297,748,785,1438,37,60,4.6434,4.0243,-65.2997,4.0494,3.3878,-69.0729,382.0296,0.7311,3.8479,307.5987,0.1652,60.9992,28.2724,17.7857,32.3559,263.09803,34.958774,-187943.32,n,,,,
2603435.005,5,99.775,347.051,771.802,99.945,347.163,772.444,97,104,344,352,750,794,905,44,38,4.3178,2.5887,-19.5029,3.5008,2.3468,-29.0632,241.4114,0.765,6.8897,152.4082,0.1801,44.5588,31.6785,17.4553,30.9469,262.59259,35.877718,-184808.13,n,,,,
2603435.006,6,7.297,440.648,766.624,7.202,441.004,766.81,3,13,436,445,750,785,1347,35,68,4.8808,4.3699,-70.2281,4.0383,3.8602,-37.2257,424.5101,0.9978,2.9023,190.1621,0.2041,56.6799,28.613,16.7273,32.391,264.13831,37.441735,-188955.46,n,,,,
2603435.011,12,185.343,62.236,799.835,185.331,62.194,800.268,182,189,56,68,781,815,922,34,57,5.9471,3.2356,-16.589,5.3883,3.0597,-13.7478,171.457,0.7122,6.4865,154.2928,0.1673,33.7431,25.6425,16.7738,25.3254,261.16948,31.128231,-164326.26,n,,,,
2603435.012,14,22.442,404.646,779.362,22.322,404.522,779.388,19,27,401,410,762,798,1225,36,57,4.7172,3.5802,-16.6689,4.1771,3.1545,-21.8407,289.038,0.8112,22.121,180.6528,0.1855,44.5135,28.0099,19.8622,17.4134,263.88631,36.83371,-179696.62,n,,,,
2603435.016,19,45.014,200.472,783.132,45.025,200.622,783.496,42,50,196,206,766,801,1459,35,64,5.0959,3.9084,-21.8501,4.5125,3.4152,-16.6691,339.1969,0.7626,21.5659,349.2374,0.155,57.3067,27.1111,17.6801,17.5884,263.50792,33.435359,-176672.56,n,,,,
