id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s]
840235.042,44.0,479.913,322.447,939.516,479.908,322.652,940.524,475.0,486.0,316.0,329.0,921.0,958.0,2234.0,37.0,92.0,6.4645,4.18,29.9674,5.9188,3.7067,24.7928,567.7701,0.9196,23.828,11.9191,0.1871,64.1999,28.6102,22.4846,23.2552,80.259663,3.4692076,-61080.726
840235.045,47.0,353.009,185.775,948.141,353.214,185.503,947.711,349.0,358.0,180.0,194.0,932.0,967.0,1579.0,35.0,80.0,6.4199,3.8949,10.9947,6.2442,3.3484,12.1895,401.2455,0.9889,18.812,186.157,0.204,49.4932,24.7247,17.2889,23.1268,82.371246,1.183394,-55789.914
840235.046,49.0,3.115,365.331,548.818,2.959,365.387,548.529,0.0,8.0,359.0,373.0,530.0,570.0,2335.0,40.0,85.0,7.4972,3.7822,8.5943,7.2,3.4146,11.547,546.3122,0.9498,16.4552,206.0218,0.1991,56.7947,32.4692,24.7145,28.8975,88.208835,4.1814623,-349637.31
840235.052,55.0,459.58,359.541,960.97,459.405,359.442,961.717,454.0,466.0,353.0,367.0,941.0,979.0,2621.0,38.0,112.0,7.3135,4.8429,-36.4212,6.6604,4.4313,-36.2126,694.7391,0.9947,34.0378,157.4439,0.2005,67.6885,27.593,17.5951,23.8147,80.601393,4.0823752,-45479.658
840235.291,482.0,321.102,361.507,1138.275,321.116,361.674,1138.662,318.0,325.0,357.0,367.0,1123.0,1157.0,1050.0,34.0,51.0,4.7825,3.2334,17.0558,4.2514,3.0361,13.5915,215.6832,0.8597,5.4485,32.0617,0.1804,36.8893,29.9606,23.3224,30.1679,82.906209,4.1195827,84773.323
840235.316,518.0,504.24,178.325,1356.658,503.916,178.106,1355.153,502.0,508.0,176.0,183.0,1329.0,1379.0,696.0,50.0,25.0,4.0512,2.0568,-36.0238,3.2626,1.6675,-38.9293,360.0986,1.4967,10.8873,328.419,0.2115,64.551,43.5042,34.8891,36.9845,79.859525,1.0601016,244137.08
840235.319,521.0,173.715,408.711,1101.065,173.705,408.74,1099.619,169.0,179.0,406.0,413.0,1083.0,1124.0,1280.0,41.0,52.0,4.3822,3.2269,-71.6581,3.9272,2.8285,-75.9087,341.8793,0.9497,7.9724,313.3329,0.203,47.0735,33.2856,21.215,30.5568,85.363054,4.9040165,56032.823
840235.324,526.0,430.833,367.065,1353.6,430.244,366.16,1353.561,427.0,437.0,362.0,373.0,1332.0,1373.0,1451.0,41.0,60.0,7.8616,3.4745,-36.1688,8.1674,2.9803,-37.2635,568.7838,1.868,0.0,319.2503,0.2088,71.4963,32.3941,23.7088,0.0,81.087409,4.1943397,242965.39
840235.325,527.0,264.685,177.702,1384.787,265.147,177.393,1384.329,260.0,269.0,175.0,183.0,1360.0,1405.0,873.0,45.0,42.0,5.8358,2.8908,52.4488,5.8516,2.1942,50.3938,312.7406,1.6419,10.7637,27.3655,0.2405,44.0046,32.5532,17.7816,31.6936,83.839029,1.0482269,265614.22
840235.331,533.0,140.164,367.023,1363.122,140.598,367.012,1362.342,136.0,144.0,364.0,371.0,1333.0,1397.0,1038.0,64.0,35.0,4.2805,2.8412,-69.5952,3.5923,2.4002,-67.8147,415.9524,1.4574,0.0,120.0132,0.2029,63.6279,45.8207,20.4816,0.0,85.914841,4.2085418,249429.61
840235.332,535.0,183.102,493.462,1086.653,183.016,493.653,1084.995,180.0,188.0,490.0,498.0,1073.0,1103.0,800.0,30.0,42.0,4.0791,2.7157,30.6271,3.8047,2.654,36.1703,205.2054,0.7932,7.6736,219.7186,0.2084,34.8064,24.5551,17.6829,23.8918,85.207876,6.3192305,45268.225
840235.333,536.0,237.214,177.517,1355.005,237.956,177.219,1355.272,233.0,244.0,174.0,183.0,1334.0,1383.0,1519.0,49.0,56.0,6.6556,3.2309,62.0005,6.5548,2.8744,68.8781,653.915,1.7843,10.2845,260.6931,0.2092,80.2075,39.9765,27.502,40.4654,84.292215,1.0453209,244224.98
840235.338,541.0,155.013,369.087,1358.717,155.198,368.904,1359.37,152.0,160.0,366.0,373.0,1336.0,1388.0,1065.0,52.0,39.0,4.7812,2.9489,-56.5689,4.4677,2.3621,-51.9916,415.4126,1.3718,19.719,129.4823,0.2163,58.8632,38.3502,23.7907,23.8446,85.67151,4.2400799,247241.47
840235.34,543.0,177.119,366.807,1365.621,177.322,366.065,1364.701,175.0,180.0,363.0,371.0,1339.0,1391.0,957.0,52.0,30.0,4.3684,2.1802,14.5089,4.0191,1.6602,17.9482,462.3482,2.0826,0.0,18.7746,0.2022,73.8991,41.2062,26.2708,0.0,85.30277,4.1927592,251166.06
840235.344,547.0,43.316,175.503,1386.016,43.332,175.436,1386.146,41.0,46.0,173.0,179.0,1369.0,1405.0,449.0,36.0,20.0,4.0883,1.7235,-40.1139,4.1617,1.5217,-40.322,168.3972,1.2469,5.3878,310.7692,0.2198,36.1559,28.4258,15.0349,28.1962,87.53595,1.015609,266951.75
840235.346,549.0,273.209,175.781,1373.581,273.306,175.417,1375.344,271.0,277.0,171.0,180.0,1345.0,1408.0,1050.0,63.0,32.0,4.463,2.755,11.1476,4.0773,2.0612,18.0299,444.6356,1.5649,0.0,193.1517,0.2334,58.7958,56.3476,35.3748,0.0,83.703033,1.0152827,259000.27
840235.347,550.0,485.846,374.684,1378.295,485.996,374.381,1377.017,484.0,489.0,368.0,379.0,1352.0,1401.0,1040.0,49.0,39.0,6.3991,2.0051,-13.4818,4.8544,1.9785,-11.9929,440.1297,1.4505,35.5348,165.7883,0.1955,69.7935,39.4785,23.9197,8.1545,80.158207,4.3313565,260231.91
840235.35,553.0,73.067,182.148,1383.454,73.041,181.733,1383.963,71.0,76.0,179.0,187.0,1367.0,1401.0,540.0,34.0,29.0,4.6746,2.3841,12.3003,4.2554,1.9236,13.3522,183.4289,0.9702,5.0325,204.7597,0.2221,35.5458,28.0833,22.5864,27.6862,87.04079,1.1205467,265345.27
841835.01,21.0,495.142,469.453,889.297,495.177,469.566,889.293,489.0,501.0,464.0,476.0,868.0,911.0,2831.0,43.0,110.0,6.0887,5.812,78.4791,5.7935,5.329,37.3495,710.4708,1.2034,22.117,239.6428,0.2248,59.4029,35.1297,23.8919,27.4363,79.703368,21.870637,-98793.085
841835.023,36.0,70.671,506.696,891.864,70.3,507.142,891.522,64.0,78.0,501.0,512.0,860.0,923.0,5157.0,63.0,129.0,7.3109,5.694,-74.5666,6.1981,5.1034,-57.0586,2234.3201,1.636,0.0,316.7873,0.1984,156.8044,49.4506,28.8339,0.0,87.332685,22.515792,-97152.168
841835.028,41.0,77.368,157.078,789.227,77.22,157.169,789.73,74.0,82.0,153.0,162.0,766.0,813.0,1514.0,47.0,52.0,4.5587,3.6275,24.4666,3.8256,3.0743,29.6902,453.0084,0.971,0.0,53.7308,0.1354,86.001,35.1376,22.7012,0.0,87.100802,16.685847,-172083.24
841835.064,100.0,212.555,73.028,958.504,212.812,73.203,961.289,208.0,218.0,69.0,78.0,938.0,980.0,2248.0,42.0,78.0,5.5391,4.488,-57.3259,4.9663,3.8456,-61.4587,1125.8978,1.4533,0.0,111.6685,0.2198,108.0614,31.4041,19.6624,0.0,84.736608,15.310265,-45794.824
841835.07,112.0,38.265,111.34,962.428,38.487,111.384,965.22,32.0,43.0,106.0,117.0,945.0,982.0,1752.0,37.0,75.0,6.2157,3.8357,-38.6858,5.47,3.2347,-30.2495,1049.6557,1.643,0.0,335.8601,0.2832,88.5515,30.1208,18.0118,0.0,87.757868,15.910729,-42901.294
841835.247,437.0,143.317,47.744,1072.444,143.266,47.717,1071.647,139.0,149.0,43.0,54.0,1054.0,1091.0,2082.0,37.0,89.0,6.1647,4.5593,32.0299,5.2193,3.8473,23.7791,927.7533,1.418,19.625,194.1188,0.2401,84.6925,27.1232,17.2656,27.6225,85.931931,14.877008,35442.378
841835.338,587.0,114.027,33.146,1086.801,113.854,33.258,1083.981,106.0,122.0,28.0,39.0,1065.0,1107.0,2500.0,42.0,101.0,7.6974,4.186,66.2543,6.9328,3.5804,67.4742,1189.5932,1.6188,27.0632,243.4135,0.2326,102.2739,29.6259,19.3823,29.3735,86.434822,14.630164,44521.257
843435.007,14.0,446.455,235.831,868.381,446.259,235.872,868.833,442.0,454.0,231.0,241.0,848.0,889.0,1570.0,41.0,75.0,5.0838,4.13,21.6853,4.5017,3.9065,23.5017,375.0761,0.9803,10.0356,315.7361,0.214,44.2368,31.0531,25.2678,30.2579,80.820486,34.022932,-113853.67
843435.01,18.0,449.829,371.696,900.52,449.939,371.756,900.779,441.0,457.0,368.0,377.0,883.0,919.0,1443.0,36.0,84.0,7.9558,3.0236,-79.378,6.8039,2.9058,-76.9043,363.0359,1.0138,0.0,94.152,0.2302,41.5172,22.3427,16.9072,0.0,80.75916,36.287672,-90337.697
843435.013,22.0,478.321,125.209,882.397,478.151,125.252,882.425,474.0,485.0,122.0,129.0,866.0,901.0,1102.0,35.0,56.0,5.3211,3.0634,68.02,5.0068,2.7146,72.3008,304.6087,1.1188,11.7516,75.662,0.2124,43.197,27.5712,25.4587,26.6055,80.288943,32.179268,-103848.27
843435.021,31.0,480.758,390.492,918.752,480.894,390.655,919.185,478.0,484.0,385.0,396.0,903.0,933.0,769.0,30.0,45.0,4.8628,2.3171,-14.5545,4.5521,2.3183,-14.2101,203.0135,1.1012,10.31,174.2663,0.2317,31.6008,24.9858,16.9325,19.108,80.243236,36.602656,-76788.487
843435.024,35.0,427.702,407.903,924.776,427.579,407.772,924.465,418.0,434.0,401.0,416.0,905.0,950.0,3148.0,45.0,140.0,7.7492,5.8806,-28.8675,6.3235,4.9774,-9.2994,1118.8132,1.3606,35.202,195.0483,0.2395,83.2718,28.0068,15.5291,24.4833,81.131811,36.887943,-72901.702
843435.228,430.0,383.143,287.097,1068.573,382.938,287.209,1065.9,380.0,387.0,283.0,293.0,1052.0,1089.0,1009.0,37.0,51.0,5.0587,2.6712,-4.2737,4.2316,2.499,-4.8681,535.6914,1.7054,29.2631,177.0939,0.2803,60.1755,22.7966,18.3698,18.9505,81.875829,34.878559,31211.44
843435.245,465.0,247.094,302.467,1063.3,247.118,302.552,1063.08,245.0,251.0,298.0,308.0,1051.0,1078.0,606.0,27.0,41.0,5.2132,2.3315,-26.2608,4.4304,2.0858,-21.0085,298.0695,1.3947,11.7808,146.5788,0.3128,38.7132,24.1215,15.0204,21.4375,84.139501,35.134266,29136.087
843435.312,601.0,106.188,404.936,1054.323,106.395,404.956,1052.169,103.0,109.0,401.0,410.0,1038.0,1071.0,809.0,33.0,42.0,4.6106,2.4135,8.0069,3.9043,2.2374,5.7574,405.0265,1.6439,0.0,184.2681,0.3294,43.2288,25.5478,20.2853,0.0,86.484904,36.841015,21104.079
843435.317,610.0,374.289,412.065,1055.88,374.323,411.916,1054.317,368.0,383.0,406.0,418.0,1041.0,1071.0,1759.0,30.0,96.0,7.1586,4.1183,62.2993,6.507,3.7748,59.8488,703.8122,1.4262,51.3934,43.2563,0.3207,52.3341,24.989,20.1942,18.16,82.019423,36.957008,22685.183
843435.33,631.0,176.708,439.2,1063.219,176.963,439.202,1061.004,174.0,181.0,434.0,444.0,1042.0,1085.0,1344.0,43.0,53.0,4.7325,3.3015,-11.0151,4.7224,2.8117,-9.3972,444.9467,1.2982,9.8387,327.9848,0.2567,47.2764,37.515,25.9185,35.8187,85.308754,37.411775,27607.497
843435.333,634.0,233.609,420.59,1072.163,234.006,420.926,1073.278,231.0,238.0,417.0,424.0,1056.0,1100.0,785.0,44.0,38.0,4.2494,3.0028,-45.6348,3.9879,2.4976,-56.683,382.1842,1.6401,13.5603,281.0386,0.2547,53.5859,31.9715,20.2251,28.5813,84.358035,37.107182,36643.067
843435.338,641.0,235.654,395.074,1070.433,235.513,395.181,1070.212,232.0,240.0,392.0,399.0,1051.0,1088.0,633.0,37.0,39.0,4.4807,2.5182,-49.6803,4.196,2.3981,-50.5016,189.1296,0.9244,7.1069,162.9957,0.2524,29.7777,29.9663,23.2176,28.3704,84.33293,36.678086,34385.694
920235.007,7.0,412.378,303.123,519.987,411.917,302.967,519.952,406.0,420.0,298.0,309.0,497.0,546.0,2601.0,49.0,97.0,7.5853,4.5009,76.0711,7.4149,3.742,83.3864,723.8361,1.0731,33.0981,80.5539,0.1954,72.6255,35.1379,20.9322,29.1861,89.392873,3.1411211,-370673.29
920235.019,19.0,34.81,178.561,541.096,34.694,178.509,541.044,29.0,41.0,173.0,186.0,523.0,566.0,2289.0,43.0,100.0,7.3586,4.8299,-37.1102,7.7942,4.5612,-35.7278,583.2816,1.1096,14.7925,149.3122,0.2205,55.2913,29.795,17.6391,29.7403,95.679935,1.0668221,-355147.04
920235.023,23.0,286.852,182.924,525.229,286.768,183.17,524.627,284.0,290.0,179.0,187.0,507.0,546.0,593.0,39.0,25.0,4.4346,1.826,30.6484,3.8627,1.5382,27.7274,205.9354,0.9213,7.8749,215.9167,0.2105,40.1799,32.4972,22.3064,29.5349,91.478689,1.1445021,-367231.77
920235.03,30.0,74.965,367.975,538.401,74.823,368.253,536.802,68.0,81.0,362.0,374.0,505.0,567.0,1631.0,62.0,75.0,7.6648,3.3508,-46.4974,7.4908,2.9845,-43.6494,528.4994,1.1379,6.7533,140.7726,0.2082,62.8441,56.5289,44.8221,56.4577,95.011116,4.2292209,-358269.32
920235.031,31.0,356.946,373.149,524.309,356.841,373.193,524.201,351.0,361.0,369.0,380.0,501.0,555.0,1285.0,54.0,59.0,5.5852,4.8512,-65.9796,4.958,3.9081,18.3604,381.0405,1.0005,15.4077,218.1207,0.2041,52.0822,40.5104,25.8401,34.4406,90.310803,4.3115628,-367545.25
920235.032,33.0,54.971,174.994,520.03,55.187,175.208,520.455,50.0,60.0,171.0,180.0,503.0,543.0,1250.0,40.0,57.0,5.2173,3.8039,74.2967,4.6959,3.3518,85.5853,419.2821,1.265,15.9957,281.3696,0.2164,54.8057,30.1492,26.743,28.0388,95.338384,1.0117945,-370302.7
920235.033,34.0,111.802,172.387,519.371,111.852,172.468,519.871,108.0,117.0,170.0,176.0,503.0,537.0,817.0,34.0,38.0,5.1688,2.5199,-73.6241,5.4558,2.096,-70.878,272.7434,1.0497,7.8486,105.1534,0.2212,43.13,28.5931,20.2104,28.0512,94.393954,0.96613101,-370732.59
920235.034,35.0,124.363,369.42,531.323,124.234,369.59,530.522,121.0,130.0,364.0,375.0,503.0,558.0,2260.0,55.0,67.0,5.2505,4.0003,-23.2104,4.8435,3.5432,4.3835,580.3071,1.0468,22.6448,207.4421,0.1977,61.7353,43.57,28.7786,32.0714,94.187594,4.2515005,-362892.67
920235.037,38.0,83.262,172.063,526.818,83.284,171.632,526.309,81.0,86.0,168.0,177.0,504.0,549.0,870.0,45.0,31.0,4.5915,1.9712,19.6248,4.1914,1.5482,15.0631,373.3505,1.2076,6.2571,19.6479,0.2225,56.8892,38.0953,28.9113,38.3024,94.870104,0.95220756,-365993.54
920235.041,46.0,179.78,369.895,553.964,179.521,370.363,552.912,177.0,185.0,363.0,378.0,532.0,576.0,2087.0,44.0,79.0,6.7601,3.6734,9.777,6.247,3.0141,13.323,595.9807,1.1741,0.0,195.576,0.1998,65.2826,33.9544,20.8756,0.0,93.266136,4.2643933,-346410.67
920235.042,47.0,213.952,173.805,550.804,213.9,173.795,550.229,211.0,219.0,172.0,177.0,535.0,569.0,764.0,34.0,32.0,4.2573,2.4163,-87.3825,4.2711,2.1041,-86.3038,219.2827,0.8826,5.8203,103.9383,0.2106,37.6703,31.4265,22.9089,31.0782,92.69316,0.98824901,-348385.27
920235.156,244.0,107.257,286.316,1147.221,107.374,286.148,1148.712,100.0,118.0,281.0,292.0,1121.0,1174.0,3465.0,53.0,110.0,7.7092,4.5506,65.7491,6.3193,4.0398,59.3685,916.285,1.1664,33.5609,67.2382,0.1887,82.5009,40.3115,31.398,31.8949,94.468598,2.8608068,92171.11
920235.205,329.0,24.061,362.185,1108.362,24.117,362.181,1107.057,20.0,28.0,357.0,367.0,1094.0,1122.0,588.0,28.0,40.0,5.3035,2.236,-38.1543,4.5429,1.925,-40.1136,216.653,1.1159,0.0,330.189,0.258,34.6348,23.0797,17.0392,0.0,95.856212,4.1280204,61508.38
920235.226,382.0,27.798,163.057,1162.697,27.85,163.076,1162.74,23.0,34.0,159.0,168.0,1147.0,1180.0,1114.0,33.0,62.0,6.5295,2.6554,57.8954,6.0892,2.6375,57.9976,279.4648,1.0281,13.2021,231.3147,0.2017,41.5078,24.7461,16.2859,23.5476,95.793994,0.80960618,102497.72
920235.261,442.0,301.526,232.455,1130.52,301.624,232.389,1130.09,296.0,307.0,229.0,238.0,1111.0,1152.0,1458.0,41.0,68.0,5.1189,4.029,-69.7404,4.3202,3.4582,-58.798,485.2153,1.1849,24.4687,176.2437,0.2057,61.7674,26.7878,20.5617,25.3253,91.231092,1.9648186,78463.255
920235.282,467.0,92.414,290.752,1150.283,92.176,290.659,1150.316,88.0,99.0,288.0,294.0,1129.0,1171.0,1322.0,42.0,50.0,5.1756,2.9292,-86.6335,4.6714,2.5006,-86.0186,360.1398,0.8947,5.7027,277.1331,0.1907,51.9306,32.2007,21.8364,33.1049,94.721891,2.9359917,93352.233
920235.285,472.0,37.785,156.973,1169.563,37.739,156.898,1169.303,35.0,41.0,153.0,162.0,1155.0,1185.0,856.0,30.0,45.0,4.5884,2.995,-7.8137,4.2885,2.6213,-7.0903,215.2781,0.8924,32.5675,204.2913,0.1983,37.1148,25.5969,18.0555,0.0173,95.629173,0.70662714,107328.72
920235.298,487.0,267.47,176.702,1373.119,267.864,176.779,1370.878,265.0,271.0,173.0,181.0,1338.0,1406.0,1298.0,68.0,36.0,4.2614,2.8184,-16.6815,4.2943,2.3887,-19.4592,554.844,1.674,18.5449,158.2832,0.2114,72.842,60.0339,45.5109,44.3674,91.793763,1.0379785,255712.53
920235.299,488.0,160.8,370.298,1360.496,160.741,370.035,1361.021,156.0,165.0,365.0,377.0,1339.0,1379.0,1396.0,40.0,57.0,5.9487,3.6309,-6.7292,5.4131,3.1954,-3.9099,452.1661,1.2092,0.0,173.8222,0.2068,58.5315,29.945,20.2298,0.0,93.57914,4.2589304,248457.19
920235.306,495.0,107.926,373.37,1392.584,107.884,373.875,1392.445,106.0,111.0,370.0,378.0,1374.0,1416.0,635.0,42.0,27.0,4.7185,1.9637,11.8882,4.3738,1.5722,7.5688,302.0319,1.5496,0.0,5.0436,0.2121,56.518,34.0226,22.4508,0.0,94.460103,4.3229285,271589.06
920235.307,496.0,139.428,177.734,1374.695,139.829,177.577,1375.619,137.0,143.0,175.0,183.0,1349.0,1408.0,1030.0,59.0,32.0,4.2575,2.5584,22.2203,4.0748,2.0126,25.558,476.6062,1.5566,3.0581,204.3408,0.2131,69.691,49.6873,35.6121,55.6559,93.927679,1.0512916,259202.6
920235.309,498.0,190.421,179.409,1381.489,190.151,179.677,1384.418,188.0,195.0,176.0,186.0,1354.0,1410.0,1267.0,56.0,41.0,5.1378,2.8421,-7.9363,5.148,2.6175,-16.629,600.4384,1.609,16.9014,346.2596,0.2078,81.1667,44.8351,36.4715,41.2918,93.088984,1.0862785,265680.05
923435.006,17.0,287.368,114.285,876.188,287.371,114.163,876.554,284.0,292.0,111.0,119.0,865.0,890.0,750.0,25.0,52.0,4.4389,3.4668,-47.5656,4.0055,3.1783,-50.9065,389.9642,1.12,43.1967,242.2961,0.2869,49.6261,18.575,15.3609,11.0149,91.468637,31.994445,-108170.6
923435.028,53.0,267.718,222.881,876.596,267.818,222.876,877.398,264.0,275.0,220.0,228.0,865.0,887.0,539.0,22.0,46.0,5.6222,2.8471,-64.0936,4.2669,2.4099,-56.1064,271.218,1.585,15.3165,284.0262,0.2518,46.401,19.664,15.281,18.8005,91.794517,33.806335,-107548.85
923435.056,115.0,157.345,48.949,916.746,157.243,48.758,915.864,152.0,165.0,45.0,54.0,901.0,932.0,1594.0,31.0,88.0,6.5886,4.3139,86.1555,5.6724,3.7976,-89.1546,764.2167,1.1941,81.2949,266.3531,0.2515,76.112,22.6062,15.3195,7.534,93.637451,30.904359,-79233.645
923435.304,602.0,345.791,235.805,1067.16,345.729,235.837,1065.003,340.0,354.0,231.0,242.0,1049.0,1087.0,2154.0,38.0,96.0,6.9183,4.4866,66.7377,5.7329,4.1049,56.8922,997.1267,1.978,0.0,207.8669,0.2497,86.0246,27.3284,18.3669,0.0,90.496009,34.022348,30550.97
923435.332,649.0,375.6,229.142,1077.529,375.471,229.215,1077.011,371.0,382.0,224.0,235.0,1053.0,1103.0,2805.0,50.0,94.0,6.4548,4.5628,44.8252,6.0361,3.8317,44.719,992.7195,1.3128,61.083,62.8304,0.2325,80.6141,38.9727,25.9195,13.9166,90.000311,33.911983,39390.957
1000235.002,2.0,383.363,179.64,520.193,383.016,180.142,520.358,381.0,386.0,174.0,185.0,498.0,544.0,1062.0,46.0,37.0,5.4183,2.1472,14.9785,4.5551,1.8609,17.4815,475.5962,1.5541,10.5277,15.1906,0.2122,68.7713,38.2401,24.4349,37.2158,97.874577,1.0940313,-370374.66
1000235.005,5.0,394.515,177.726,522.661,394.816,177.823,523.134,391.0,399.0,173.0,184.0,499.0,550.0,1845.0,51.0,59.0,5.3908,3.3216,12.827,4.5899,2.8761,17.1464,608.2874,1.1731,35.8419,188.3438,0.215,65.8527,43.5221,30.0565,27.3773,97.677898,1.0553776,-368330.84
1000235.01,10.0,91.444,370.158,522.779,91.008,370.275,523.463,88.0,97.0,364.0,376.0,500.0,548.0,2027.0,48.0,74.0,5.7426,4.1569,21.0447,4.9929,3.3669,24.179,797.872,1.6886,66.689,207.4667,0.2008,88.2747,37.5847,24.26,5.6068,102.74139,4.2629302,-368088.88
1000235.011,11.0,362.733,373.861,521.913,362.836,374.094,522.364,360.0,367.0,368.0,380.0,500.0,543.0,1406.0,43.0,56.0,6.9607,2.7892,11.5958,6.7182,2.333,11.6934,503.9024,1.1584,33.2606,199.0721,0.2243,59.9104,31.3249,20.234,16.8362,98.210904,4.3265699,-368897.43
1000235.017,17.0,433.231,180.882,532.609,433.208,180.998,533.539,430.0,437.0,174.0,185.0,507.0,562.0,1513.0,55.0,46.0,5.6058,2.6769,19.9494,4.5382,2.377,22.7257,487.3691,1.1715,5.1681,199.364,0.2138,58.6102,47.9075,35.0775,51.5412,97.038028,1.1082949,-360671.32
1000235.023,23.0,361.186,179.713,527.638,361.154,179.928,527.613,356.0,366.0,172.0,188.0,506.0,552.0,3829.0,46.0,122.0,7.6102,5.0709,-4.0148,7.4119,4.8518,-5.9145,1125.3249,1.1339,7.7217,233.8161,0.2197,82.7709,38.0857,25.7371,41.0504,98.238931,1.0904628,-365033.4
1000235.025,25.0,409.155,180.043,536.001,408.8,179.981,535.704,404.0,416.0,175.0,185.0,508.0,565.0,2535.0,57.0,89.0,6.5234,5.0186,88.9175,5.7471,4.309,-87.0674,852.5717,1.3184,11.557,267.1714,0.22,76.9608,46.0182,28.5959,47.8914,97.444839,1.0913444,-359077.87
1000235.029,29.0,386.505,371.367,530.854,386.188,371.433,531.106,381.0,396.0,366.0,379.0,506.0,558.0,3579.0,52.0,112.0,6.955,5.228,46.9913,6.0163,4.726,51.906,1105.0115,1.4042,38.2217,175.5925,0.2242,82.3722,39.662,31.3669,33.7024,97.821701,4.282227,-362462.39
1000235.033,33.0,110.068,176.147,555.809,109.779,175.924,555.46,105.0,117.0,169.0,183.0,529.0,578.0,3420.0,49.0,123.0,7.3876,5.2367,-20.5548,7.5827,4.4294,-17.0275,1062.132,1.3815,23.7138,169.266,0.2243,80.9627,34.6313,21.7827,33.8282,102.42852,1.0237305,-344535.11
1000235.04,43.0,476.691,166.105,546.669,476.607,166.028,546.681,474.0,482.0,164.0,169.0,525.0,565.0,598.0,40.0,24.0,4.2119,1.8432,-72.5618,4.0776,1.5525,-74.2645,247.5608,1.1492,11.4758,283.6049,0.22,46.0138,35.8882,21.4208,23.0158,96.314715,0.85879528,-350997.69
1000235.043,47.0,91.341,175.938,540.515,91.209,176.074,539.997,87.0,98.0,173.0,181.0,518.0,564.0,1304.0,46.0,52.0,6.2027,3.1585,67.693,6.3723,2.8004,66.6807,470.5279,1.2003,0.0,250.2713,0.2238,58.2214,35.0864,21.2972,0.0,102.73803,1.0262284,-355917.96
1000235.268,471.0,266.41,316.809,1131.991,266.494,316.844,1130.132,261.0,272.0,312.0,324.0,1115.0,1151.0,2120.0,36.0,99.0,6.0975,5.2278,-7.1639,5.0613,4.459,2.3364,898.8417,1.3526,0.0,142.7676,0.226,86.3882,28.2527,14.7558,0.0,99.81661,3.3724048,78494.311
1000235.331,585.0,492.167,167.726,1158.985,492.081,167.733,1158.981,490.0,497.0,161.0,175.0,1145.0,1175.0,1240.0,30.0,66.0,7.337,3.0554,-5.6848,7.201,2.7737,-5.5223,299.6192,0.7916,20.6883,335.5429,0.2043,41.6516,23.5215,15.7956,16.474,96.056812,0.88722656,99730.338
1000235.38,679.0,176.376,291.991,1151.838,176.088,291.767,1151.275,170.0,184.0,287.0,299.0,1132.0,1175.0,2631.0,43.0,113.0,6.9608,5.1728,-48.6964,5.7326,4.4707,-47.6183,844.9588,1.056,0.0,276.6583,0.1961,83.9911,31.2375,17.6637,0.0,101.32338,2.9544629,94057.875
1000235.408,726.0,328.959,373.408,1390.42,328.854,373.369,1390.335,323.0,333.0,370.0,377.0,1366.0,1412.0,959.0,46.0,39.0,5.7947,2.9418,-71.7514,5.2963,2.6289,-70.5238,316.4298,1.0964,7.8745,113.7356,0.2101,48.6446,35.1963,27.1379,34.2621,98.777278,4.3144978,270035.38
1000235.41,728.0,356.217,374.572,1367.287,356.605,374.588,1366.78,351.0,360.0,371.0,378.0,1341.0,1393.0,1247.0,52.0,45.0,5.1053,3.4338,83.1615,4.0324,2.9834,84.5096,581.7884,1.6255,17.6052,298.7257,0.2319,71.0484,43.3767,19.3468,30.1202,98.314751,4.3348067,252696.13
1000235.413,731.0,390.145,179.434,1366.493,390.317,178.684,1368.105,387.0,395.0,175.0,187.0,1344.0,1401.0,1832.0,57.0,64.0,6.1979,3.6684,11.6419,6.2183,3.1026,3.3142,752.8818,1.7812,0.8237,168.1751,0.2122,82.9034,43.3228,22.7181,55.8178,97.75288,1.0697365,253671.92
1000235.414,732.0,171.325,179.135,1369.684,171.324,179.524,1368.956,168.0,175.0,174.0,186.0,1344.0,1391.0,1790.0,47.0,63.0,6.9984,3.3033,-2.8221,6.3275,2.7673,-6.7834,947.6793,2.2608,37.726,171.4411,0.2299,97.4279,39.7204,26.4018,29.4007,101.40278,1.0837403,254298.11
1000235.415,733.0,298.898,182.85,1375.869,299.133,182.428,1376.236,296.0,303.0,179.0,188.0,1345.0,1414.0,1590.0,69.0,45.0,4.4382,3.0294,-9.3635,3.3769,2.5842,-0.376,727.5872,1.6697,0.5376,52.3565,0.22,82.9575,60.3714,46.5445,69.4044,99.272622,1.1321378,259657.32
1000235.416,734.0,91.476,372.316,1366.537,91.421,372.314,1367.085,86.0,97.0,368.0,376.0,1345.0,1388.0,1141.0,43.0,45.0,5.7628,2.5341,-61.1836,5.0643,2.3689,-63.325,458.7278,1.2628,0.0,295.8861,0.2186,62.1214,33.6068,21.7896,0.0,102.7345,4.2969023,252921.03
