# id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],y/n/m
600235.038,71,28.334,179.516,504.519,28.613,179.661,504.307,25,32,174,185,486,525,1471,39,58,5.3515,3.3177,11.9722,5.3054,3.1733,15.2388,477.1694,1.2141,0,28.7083,0.2155,57.7357,31.0077,21.4185,0,63.781462,1.0860086,-382189.56,n
600235.047,84,350.163,333.638,503.857,349.513,333.463,504.648,348,355,331,337,489,523,301,34,20,4.8392,1.6952,-58.1972,4.1708,1.4684,-66.9318,198.0279,1.688,0,306.6711,0.3014,37.8655,28.8555,19.6684,0,58.433117,3.6493821,-381939.12,n
600235.058,97,381.326,174.331,533.307,381.433,174.346,533.03,377,385,172,177,520,546,411,26,27,4.649,2.1964,-80.7483,4.016,2.0469,-82.4671,145.5615,1.2599,1.5147,179.3427,0.3003,23.9072,22.8272,17.8381,24.615,57.901112,0.99742545,-361045.84,n
600235.062,103,14.106,109.473,798.447,14.131,109.504,798.542,10,21,105,115,782,815,1407,33,71,5.3181,4.3673,81.4058,4.8003,3.9476,83.6761,420.3646,0.9813,19.3026,344.0166,0.1944,57.6616,27.8076,19.3224,24.6852,64.022819,-0.083278562,-165596.7,n
600235.083,129,218.833,369.778,527.114,218.705,370.032,527.497,216,222,365,375,503,552,1159,49,38,4.9373,2.4736,14.9819,3.9256,1.9485,14.994,555.7504,1.6234,23.319,192.9443,0.1989,82.0663,38.7754,22.6568,23.0049,60.613254,4.258867,-365118.84,n
600235.087,133,229.01,367.694,530.489,228.784,367.699,530.028,225,234,363,373,509,553,2032,44,65,5.3751,3.7636,-46.0347,5.1407,3.355,-47.6803,681.1134,1.1614,39.0564,137.7577,0.2069,73.0465,36.9615,27.6493,26.4039,60.445264,4.2199916,-363256.28,n
600235.104,157,332.838,120.239,984.724,332.86,120.381,985.499,325,337,115,128,966,1003,1437,37,86,7.1169,4.4019,-45.4109,5.3602,3.8289,-33.633,625.5484,2.3701,37.285,133.9708,0.2918,56.5502,28.2123,21.3446,23.1565,58.710664,0.098018638,-27973.266,n
600235.297,509,428.332,149.959,1079.656,428.311,150.025,1078.548,426,432,145,155,1058,1116,1354,58,45,4.5209,2.7139,27.1917,4.1582,2.628,27.8412,326.3128,0.748,0,nan,0.2412,36.8073,37.5434,35.5036,0,57.119817,0.59208363,40522.143,n
600235.311,526,27.198,177.554,1351.705,27.29,177.409,1353.156,23,33,172,183,1330,1384,1164,54,53,5.7146,4.4953,-40.6184,4.9772,4.1766,-59.7521,554.2138,1.7978,6.5262,98.7201,0.2091,77.6818,39.817,25.0574,44.2806,63.803513,1.0484769,242667.59,n
600235.315,531,366.121,168.962,1344.932,366.375,169.117,1345.226,362,370,164,173,1313,1372,1166,59,44,4.6888,2.5392,-36.6123,3.0167,2.0356,-52.6417,1237.4702,3.7392,6.2429,160.1026,0.3211,112.8763,42.8593,34.116,49.5206,58.152078,0.91028669,236829.81,n
600235.322,541,282.951,177.411,1345.177,283.209,177.353,1346.134,275,290,172,184,1319,1379,4075,60,120,7.1209,5.7926,66.1854,6.2745,5.4195,54.3429,1661.1601,1.5046,31.9633,245.0589,0.2384,109.1575,40.2022,29.9122,39.202,59.53818,1.047554,237497.94,n
600235.330,550,411.685,176.572,1363.031,412.318,176.428,1363.131,402,420,167,185,1329,1393,4504,64,142,7.8764,7.6106,-4.5401,7.4086,6.945,29.0271,2053.9404,2.49,0,217.4438,0.241,126.9995,47.8462,35.5673,0,57.386362,1.0321257,250010.4,n
600235.334,556,457.526,271.053,1082.025,457.458,271.077,1081.829,456,461,267,276,1063,1107,642,44,27,5.1929,1.6202,21.0473,4.434,1.5041,19.2262,152.3278,0.7001,5.0375,0,0.2564,23.443,37.8062,25.366,30.8748,56.634032,2.6096145,42937.216,n
600235.341,564,293.241,175.367,1365.7,293.325,175.242,1365.065,290,298,168,182,1335,1399,2618,64,75,7.5951,3.1747,-14.0141,7.1714,2.6175,-12.1632,2009.0407,2.8226,0,168.5552,0.2671,147.0128,47.2195,35.945,0,59.369574,1.0123674,251434.13,n
600235.346,573,77.191,173.368,1365.005,76.953,173.415,1364.156,74,82,171,176,1340,1386,846,46,33,4.5669,2.2071,86.8753,4.3933,2.0807,86.3369,335.5022,1.2477,5.7993,264.5944,0.219,52.6819,39.1989,26.8176,39.637,62.975791,0.98191708,250764.78,n
600235.356,586,44.231,369.825,1375.623,44.058,370.008,1375.253,40,50,367,373,1357,1396,1172,39,48,4.621,3.018,79.587,4.619,2.5916,81.1418,433.2339,1.2267,0,258.913,0.216,58.5749,32.1311,18.8641,0,63.524047,4.2584764,258933.63,n
603435.006,6,122.326,160.294,889.066,122.363,160.205,888.846,119,127,156,166,873,908,1211,35,59,4.8612,3.2277,18.3385,4.5865,3.1807,25.8022,259.199,0.785,22.0643,226.2597,0.2124,35.0722,27.385,17.7214,9.5622,62.218709,32.761808,-99121.608,n
680235.021,23,455.893,482.924,738.136,455.955,483.032,738.18,453,460,478,489,725,753,914,28,54,5.9671,2.7629,-28.2091,5.4799,2.6011,-27.0813,234.7924,0.8857,0,154.9622,0.1986,39.0956,23.5844,16.5344,0,64.658852,6.142209,-210030.46,n
680235.024,26,80.68,176.504,528.371,80.598,176.429,528.145,75,88,172,183,504,552,2093,48,82,6.0934,5.2242,79.365,6.2168,4.5523,77.5156,542.1676,1.0393,12.5449,252.8521,0.2082,56.9259,37.259,20.7465,36.6232,70.91481,1.0321546,-364642.23,n
680235.028,33,116.517,364.27,537.427,116.274,364.081,536.638,111,121,362,368,517,558,679,41,37,5.0888,2.4407,-80.0482,3.8157,2.1365,-71.6767,205.1185,1.0654,8.9689,266.3457,0.1954,40.2796,32.3538,27.5793,28.5039,70.320209,4.1596989,-358390.39,n
680235.031,37,489.504,178.11,524.04,489.101,178.408,522.085,485,496,173,182,495,548,1511,53,60,5.7845,4.1151,-89.4215,6.0083,3.4803,82.5159,438.5379,1.1731,11.8326,266.771,0.2135,52.831,38.8937,21.5868,35.8543,64.106423,1.0651307,-369103.25,n
680235.038,45,496.696,267.517,783.496,496.57,267.44,784.151,492,503,264,272,770,798,803,28,52,5.5741,2.7726,-69.069,5.3346,2.6295,-69.5069,204.7025,0.923,12.2019,278.1294,0.2238,32.2839,21.3941,15.9705,18.2125,63.981939,2.549003,-176190.29,n
680235.041,48,493.697,109.599,798.889,493.775,109.531,798.616,489,502,104,116,776,822,3043,46,108,6.3273,5.4914,74.3841,5.7248,4.9532,68.9089,746.2356,0.9933,0,353.6764,0.1965,68.8385,32.2644,27.393,0,64.028522,-0.082811247,-165542.21,n
680235.042,49,6.114,366.593,520.376,6.292,366.574,521.112,1,11,362,374,500,549,1939,49,79,5.7507,4.5017,18.038,5.5432,3.9892,18.6449,457.9654,0.9491,12.3235,198.2347,0.1952,53.2684,37.8932,19.4912,37.6569,72.153252,4.2012438,-369819.05,n
680235.054,61,260.087,175.703,535.225,259.906,175.626,534.844,255,265,167,185,511,559,3467,48,112,7.9966,4.6696,-5.4821,7.1149,4.6024,-4.0918,937.6355,1.0367,40.973,359.8075,0.2011,79.1668,39.0018,30.7671,29.0362,67.92634,1.0187647,-359710.75,n
680235.057,64,111.232,305.516,824.749,111.51,305.529,824.736,105,120,301,310,807,844,1867,37,86,7.6137,3.7737,-76.658,6.9739,3.2933,-73.5855,433.3725,0.7644,39.2761,296.328,0.1862,53.8516,30.2265,20.4135,11.3142,70.39961,3.183829,-146314.65,n
680235.065,81,311.448,69.721,837.538,311.403,69.702,837.072,307,317,66,76,819,857,1700,38,70,4.7504,4.5916,-75.8776,4.3555,4.1753,-78.3832,477.2097,0.9298,14.3422,302.8642,0.1999,57.8947,30.1118,19.8135,29.4608,67.06805,-0.7466388,-137233.97,n
680235.066,83,134.918,375.368,839.842,134.998,375.197,840.174,131,141,367,381,823,855,1213,32,75,7.2978,4.1541,19.8608,6.1989,3.7813,15.7435,278.5966,0.6839,28.0531,23.5362,0.1904,42.0229,22.1463,15.757,13.0489,70.008152,4.3449524,-134950.35,n
680235.086,110,8.166,227.855,902.539,8.246,227.799,902.697,1,16,223,233,885,921,1982,36,105,7.4849,4.183,70.7027,7.0835,3.8878,69.4442,503.4156,0.9915,14.6618,74.7599,0.2066,54.7326,31.4145,19.6382,29.7889,72.120687,1.8883186,-88925.788,n
680235.087,111,110.354,141.701,909.326,110.366,141.71,909.736,106,116,138,146,894,927,1162,33,61,4.9046,3.8085,85.8108,4.5377,3.2887,-85.471,286.1608,0.9667,0,241.8636,0.1985,42.292,28.7584,17.9311,0,70.418675,0.4534959,-83744.168,n
680235.090,114,78.976,325.355,930.065,78.933,325.308,929.741,74,85,319,332,913,948,2931,35,120,7.1331,5.2977,18.3726,6.672,4.6261,19.5395,777.9592,0.9912,0,178.6675,0.184,78.1161,28.6502,19.8307,0,70.942572,3.5134714,-69018.052,n
680235.091,116,102.577,323.446,933.259,102.691,323.358,933,98,108,319,329,914,955,1790,41,65,5.982,3.3638,43.5918,5.1692,3.1143,47.7088,424.0604,0.9285,19.7665,56.7675,0.1858,53.9585,30.8229,19.3582,24.0308,70.5466,3.4809716,-66619.409,n
680235.097,124,325.09,350.199,958.676,325.08,350.113,958.718,322,328,346,357,945,976,859,31,45,4.9382,2.8638,-16.5338,4.6361,2.41,-14.0131,199.6351,0.7527,9.1296,157.1131,0.1953,34.8741,23.8398,20.3795,21.4653,66.840104,3.9268985,-47687.239,n
680235.110,137,477.59,366.135,964.452,477.551,366.146,965.144,472,485,361,372,945,982,2165,37,102,6.5534,4.6163,-51.5898,6.0742,4.1017,-53.3623,537.4862,0.8394,16.2364,319.7257,0.192,60.1595,25.5675,18.1055,24.803,64.298923,4.1941151,-42957.264,n
680235.121,152,223.613,495.252,975.195,223.433,495.274,975.541,219,228,492,500,961,991,1052,30,57,4.7304,3.7413,75.6062,4.1057,3.4177,80.2935,274.4204,0.9288,17.0409,98.1286,0.2002,42.2626,24.9147,14.6995,17.6668,68.534226,6.3462491,-35303.587,n
680235.302,491,506.369,177.246,1351.278,506.428,177.106,1353.409,501,512,172,183,1328,1388,2337,60,84,6.1598,5.0387,15.3124,5.6708,4.4464,-19.9713,787.459,1.7492,0,108.5916,0.2094,77.7965,42.3803,28.3304,0,63.817642,1.0434277,242853.49,n
680235.304,493,303.44,368.998,1345.077,302.986,368.948,1345.188,300,309,367,372,1329,1363,600,34,29,5.0735,1.9792,-81.9313,5.1275,1.7671,-80.1537,181.8489,0.948,2.9247,99.0412,0.2229,33.3118,25.3706,16.352,30.4385,67.208333,4.2408069,236801.54,n
680235.306,495,360.734,369.684,1354.559,361.146,369.82,1353.984,355,365,365,374,1330,1383,1255,53,51,6.1388,3.1254,-39.3988,5.5751,2.6739,-35.5559,591.5121,2.2846,0,145.9056,0.205,81.4639,36.2662,26.2137,0,66.239001,4.2553355,243277.1,n
680235.310,499,132.005,175.517,1366.789,131.958,175.907,1368.49,127,139,173,180,1337,1404,1668,67,52,5.7155,3.2931,-84.2771,4.4666,2.9989,-78.1128,704.822,1.6591,5.4733,284.6393,0.2002,86.2044,48.6067,33.1024,60.8853,70.058805,1.023449,253955.07,n
680235.317,506,351.982,177.268,1365.786,352.349,177.863,1366.28,348,356,171,183,1339,1396,1626,57,54,5.9366,2.9776,-4.2733,5.6618,2.2711,-11.0619,656.4267,2.1802,0,348.1211,0.2005,81.1993,46.3257,24.5028,0,66.385629,1.056055,252327.84,n
680235.318,507,185.74,180.247,1370.929,185.829,180.293,1370.345,182,192,174,186,1339,1401,2720,62,81,6.6029,3.7163,15.7892,6.2252,3.3505,12.2049,748.8224,1.0096,16.8407,359.5767,0.2027,70.8326,52.0091,37.3688,47.1493,69.16097,1.0965483,255320.56,n
680235.322,511,42.967,180.591,1374.208,42.944,180.535,1374.04,36,48,176,187,1346,1401,2294,55,75,6.7361,5.0416,81.0212,5.9534,3.9255,67.6076,936.0356,1.5425,21.3821,63.9966,0.2177,89.7692,43.4665,25.5583,39.1863,71.542386,1.1005854,258040.56,n
683435.001,1,465.81,68.889,862.613,465.87,68.916,863.171,462,471,65,74,844,880,1402,36,59,4.6477,3.8873,60.8407,4.3288,3.314,63.4277,345.4143,0.8877,9.4978,192.1642,0.2081,44.3305,28.8592,20.8747,28.6414,64.493608,31.240335,-118022.09,n
683435.003,3,435.016,96.451,866.664,434.94,96.52,866.521,430,441,92,101,845,887,1804,42,76,5.9237,3.6974,-72.4088,5.592,3.4439,-74.1088,426.4713,1.0308,7.8294,268.248,0.2141,46.899,31.5266,15.0297,32.4544,65.009099,31.700397,-115555.48,n
683435.009,12,37.08,437.864,904.093,37.235,437.904,904.406,31,43,431,445,886,923,2689,37,116,6.1635,5.1761,8.5156,6.0575,4.7846,5.6843,716.1091,1.2115,34.7862,24.6743,0.2592,53.2814,28.1536,19.2398,22.8329,71.63754,37.390136,-87668.166,n
683435.281,487,44.854,386.49,1058.463,44.682,386.496,1057.741,39,51,382,395,1045,1078,1327,33,99,6.6469,5.2703,52.7746,6.279,4.7348,66.5115,510.2688,1.504,0,200.7662,0.2824,49.605,21.1376,16.6048,0,71.513423,36.533341,25205.278,n
760235.006,8,367.453,173.828,535.852,367.362,173.641,535.648,363,372,169,183,513,559,1643,46,67,6.5492,3.5939,-24.2104,5.6015,3.2189,-28.1358,506.0215,1.1901,28.661,151.2878,0.2079,60.0577,30.1153,19.3927,19.7729,74.135416,0.9856897,-359119.15,n
760235.009,11,497.217,179.474,502.269,497.388,179.739,502.927,492,502,172,187,484,522,2133,38,93,7.3593,4.5662,-17.0771,6.6489,4.5597,-20.5704,591.9725,0.9728,0,266.045,0.2074,61.7976,28.4772,17.2496,0,71.968314,1.0873262,-383205.62,n
760235.015,17,133.706,367.787,504.058,133.534,367.951,504.515,127,140,364,372,488,524,1369,36,64,7.212,2.9479,77.204,6.8031,2.6678,76.077,374.6483,1.0323,26.3194,71.905,0.2053,49.3286,29.3072,19.7066,14.6584,78.032555,4.2241918,-382036.84,n
760235.031,34,195.48,171.92,536.217,195.442,171.884,535.944,191,202,167,178,512,556,1014,44,50,5.4582,4.3263,-78.0718,5.0844,3.8765,82.2999,302.19,1.0135,16.8798,1.7835,0.2189,43.3465,33.056,23.9143,24.036,77.000753,0.95640353,-358901.43,n
760235.036,42,103.328,363.622,526.516,103.26,363.639,526.428,100,108,360,372,506,545,1298,39,57,6.2732,3.582,16.134,5.496,3.2651,17.9924,333.3933,0.9343,9.0349,13.05,0.203,45.5797,27.577,16.4412,27.5109,78.537135,4.1523215,-365906.39,n
760235.038,45,226.363,366.775,541.367,226.262,366.789,540.914,222,231,361,372,519,563,1784,44,65,5.1695,3.9714,13.8165,4.6757,3.2601,22.0884,517.4571,1.2551,15.265,196.4778,0.1945,62.9937,35.4174,21.1782,30.4956,76.487094,4.2048299,-355242.83,n
760235.041,49,434.596,175.997,529.371,434.846,175.987,528.907,432,438,172,182,502,555,1427,53,47,4.7063,2.8834,3.3112,4.3269,2.5982,10.4305,407.5211,1.0086,11.4315,190.0861,0.2021,53.3683,41.317,33.5093,36.788,73.010678,1.0247883,-364081.1,n
760235.046,58,498.195,380.53,876.943,498.178,380.666,876.825,494,504,375,386,856,896,1848,40,85,5.4604,4.7524,17.5663,4.5684,4.1696,28.3378,595.627,1.043,0,114.6521,0.2218,62.4653,32.1766,21.5349,0,71.955143,4.4361086,-107970.77,n
760235.048,61,486.873,279.76,862.738,487.042,279.756,863.202,482,494,274,288,846,880,2223,34,113,7.5573,4.7719,46.5317,7.1502,4.0162,44.5801,617.21,0.9276,22.7394,216.549,0.1949,67.1699,26.0182,14.9858,24.9028,72.140753,2.7542713,-117998.98,n
760235.052,66,490.143,334.757,863.15,490.134,334.634,863.131,485,495,331,339,847,881,1245,34,60,5.3666,3.5745,67.9153,4.7438,3.2472,63.1948,357.8999,0.8157,9.6654,39.6238,0.2036,49.8094,27.4116,20.7746,26.6476,72.089221,3.6689092,-118051.5,n
760235.058,72,507.073,305.105,913.071,507.638,305.22,913.098,501,512,299,313,889,940,3570,51,105,6.4609,5.0195,-18.9902,5.637,4.638,-30.9733,1099.5599,1.2418,0,130.9578,0.2014,91.3943,39.1301,27.448,0,71.797478,3.1786692,-81269.408,n
760235.059,73,412.971,230.013,898.986,413.008,229.941,898.012,409,418,225,235,871,933,2626,62,70,4.8126,4.507,-2.5634,4.3308,3.8386,-5.1306,598.5519,1.0399,21.9391,334.6731,0.1888,61.8599,43.4077,26.9072,32.1591,73.37465,1.9240262,-92374.296,n
760235.066,81,385.688,206.8,909.484,385.649,206.767,908.596,383,389,202,213,888,932,1369,44,49,5.9127,2.5193,19.0724,5.218,2.3847,21.4857,326.2177,0.8519,12.4751,227.9464,0.2063,42.7359,36.7229,24.0889,30.041,73.830639,1.5377817,-84583.742,n
760235.067,82,1.975,321.626,940.278,1.837,321.743,940.709,0,5,317,327,925,955,773,30,40,4.8341,2.431,11.3084,4.539,2.1482,11.5973,224.4872,0.8935,12.3931,359.3173,0.1815,44.4873,26.3033,17.1426,17.7584,80.227513,3.454063,-60944.519,n
760235.069,84,122.047,70.806,946.379,122.031,70.409,946.48,110,130,65,81,922,973,4526,51,171,7.8927,6.5424,-35.0107,6.481,5.9442,-32.5194,1646.4512,1.2225,74.8593,146.7691,0.2391,102.3704,34.7606,25.1095,23.0041,78.224284,-0.7348493,-56696.352,n
760235.072,88,264.617,372.264,970.963,264.673,372.235,973.046,259,271,368,378,949,993,2230,44,84,5.8309,4.2406,64.0005,4.9709,3.7613,65.1778,667.5769,1.5348,15.8341,56.6873,0.2211,63.9424,32.341,22.7396,32.2433,75.846913,4.2955885,-37140.342,n
760235.095,123,224.604,155.61,971.05,224.754,155.634,972.742,220,232,153,163,958,984,482,26,50,6.3702,5.0996,61.0189,5.2146,4.0751,65.6931,184.6133,1.2275,11.4851,263.2016,0.2363,35.5894,23.2077,20.2117,22.0092,76.512223,0.68556615,-37364.296,n
760235.279,461,474.822,179.062,1376.501,474.942,179.013,1375.746,470,480,172,187,1346,1404,2803,58,93,7.7617,3.9054,12.8549,7.8518,3.3097,9.2642,1064.0266,1.5868,39.8661,197.9238,0.2163,92.9028,40.1355,25.4162,31.7206,72.342412,1.0752112,259296.19,n
760235.291,474,477.504,368.57,1367.692,477.538,368.678,1368.468,472,482,365,374,1344,1393,1229,49,45,6.6311,2.5956,-50.9985,6.6392,2.4822,-48.939,481.0314,1.3421,6.4716,309.2597,0.2116,64.8469,38.0316,30.2856,39.3682,72.299152,4.2363137,253938.82,n
760235.292,475,448.748,176.802,1353.436,448.776,176.322,1354.859,445,454,173,185,1328,1387,1653,59,58,5.8954,3.5557,-29.127,5.2925,2.8066,-30.2607,615.1631,1.4414,20.2144,137.0261,0.2123,71.2638,43.2448,22.261,31.2882,72.778518,1.0303747,243921.27,n
760235.300,483,79.725,373.232,1383.735,80.486,373.351,1383.137,75,86,370,377,1361,1407,1769,46,61,6.5235,3.3898,-84.8662,6.2529,2.8805,-84.1612,703.4705,1.7509,14.7283,88.7891,0.2178,76.7837,38.5318,28.8658,35.956,78.916695,4.3141975,264736.81,n
760235.301,484,152.57,175.734,1380.433,152.56,175.739,1380.084,149,157,173,180,1360,1402,1006,42,37,4.6282,2.3873,47.6178,4.4685,2.0801,49.3443,366.3635,0.9813,0,230.2814,0.2208,52.3138,34.2683,24.523,0,77.715459,1.0206479,262489.67,n
760235.302,485,5.907,374.674,1378.398,6.043,374.429,1377.276,4,9,368,379,1353,1400,906,47,36,6.4255,2.0126,-13.6761,4.6468,1.8842,-11.8702,406.8497,1.4678,28.4096,163.2267,0.1983,68.1782,38.3388,23.0753,13.2349,80.157415,4.3321549,260422.51,n
760235.306,489,262.16,370.967,1381.85,262.194,371.021,1381.462,257,267,366,380,1361,1404,1929,43,74,7.1411,3.6895,-7.6308,6.3288,3.2266,-13.15,581.0462,1.2344,8.5891,173.0753,0.2,66.1383,31.1803,23.726,36.1677,75.888229,4.2753539,263504.12,n
763435.003,6,54.863,426.781,905.776,54.91,426.626,905.503,51,59,422,431,889,926,1103,37,47,4.8998,2.9329,29.0835,4.7691,2.6951,28.2126,301.6466,1.0955,0,174.9643,0.2512,36.163,29.0631,20.176,0,79.342972,37.202179,-86860.231,n
763435.006,9,488.444,394.282,892.576,488.381,394.156,893.493,486,492,390,400,877,908,698,31,37,5.0871,2.0928,-17.4744,4.8093,1.8826,-13.0334,200.0557,1.0298,25.2613,344.316,0.2325,32.5639,24.461,15.8312,3.8566,72.118426,36.661006,-95701.206,n
763435.009,12,156.364,328.078,930.928,156.251,328.046,932.36,149,165,322,334,913,949,2569,36,117,7.8279,4.4274,-62.4188,7.1877,3.954,-64.6002,766.5931,1.0289,13.4566,307.0207,0.2486,60.8402,27.6699,20.1663,29.4521,77.653938,35.559177,-67090.459,n
763435.016,23,82.827,351.358,925.1,82.603,351.188,926.649,79,87,349,355,911,939,450,28,31,4.571,2.0069,-73.0371,4.3326,2.0042,-71.5155,132.4942,0.905,6.5389,102.3179,0.2234,27.9606,21.0969,14.9576,20.4021,78.881417,35.944866,-71294.104,n
763435.029,39,402.409,247.007,939.936,402.53,247.073,941.37,397,408,242,253,925,955,982,30,60,6.7096,2.6642,-39.7347,6.193,2.4032,-39.9071,365.6899,1.232,1.1628,312.6154,0.2693,43.3257,22.468,17.6045,27.7471,73.549283,34.209619,-60457.884,n
840235.001,1,156.598,367.012,512.867,156.374,367.308,513.276,152,161,358,374,485,541,3101,56,91,7.9367,3.6849,4.9008,6.4462,3.5658,6.4133,1059.2862,1.5095,7.5786,0.9705,0.1967,96.7243,43.8966,30.0891,48.4373,85.651919,4.2134747,-375587.86,n
840235.009,9,134.54,369.665,514.135,134.432,370.013,514.672,132,138,365,376,489,540,1790,51,49,5.4964,2.7771,13.8221,5.1776,2.3454,13.2103,610.4309,1.171,10.8476,12.5054,0.1975,73.062,37.5559,27.1485,37.6613,86.017615,4.2585662,-374559.99,n
840235.014,14,189.447,173.669,516.382,189.539,173.528,517.438,185,196,171,179,492,552,1361,60,56,5.8617,3.2408,78.2015,5.4591,2.8704,78.3555,410.6048,1.1373,6.707,270.9961,0.2077,53.5862,48.5102,24.1492,48.888,85.099165,0.98380537,-372524.01,n
840235.020,20,244.905,370.315,509.475,244.91,370.426,509.463,241,250,367,375,493,527,823,34,39,4.5318,2.72,60.8054,4.223,2.4541,56.5074,220.2406,0.8356,10.0183,237.1912,0.2074,37.0104,27.6929,22.1412,25.2666,84.176308,4.2654413,-378394.13,n
840235.022,22,22.485,302.5,521.389,22.467,302.412,521.603,19,27,298,307,501,544,1605,43,56,4.5219,3.802,29.8614,3.9197,3.7736,41.4315,389.7048,0.9409,16.3027,131.1257,0.2008,48.4411,38.7412,24.5687,28.8632,87.883694,3.1318742,-369457.95,n
840235.039,39,142.08,176.341,518.399,141.737,176.438,518.346,139,148,171,184,502,534,1000,32,55,6.0333,4.6001,-8.244,5.3146,3.9392,26.7864,269.065,0.9684,5.5233,35.138,0.2144,39.6926,25.795,18.2877,26.5181,85.895855,1.0322965,-371855.55,n
840235.042,44,479.913,322.447,939.516,479.908,322.652,940.524,475,486,316,329,921,958,2234,37,92,6.4645,4.18,29.9674,5.9188,3.7067,24.7928,567.7701,0.9196,23.828,11.9191,0.1871,64.1999,28.6102,22.4846,23.2552,80.259663,3.4692076,-61080.726,n
840235.045,47,353.009,185.775,948.141,353.214,185.503,947.711,349,358,180,194,932,967,1579,35,80,6.4199,3.8949,10.9947,6.2442,3.3484,12.1895,401.2455,0.9889,18.812,186.157,0.204,49.4932,24.7247,17.2889,23.1268,82.371246,1.183394,-55789.914,n
840235.046,49,3.115,365.331,548.818,2.959,365.387,548.529,0,8,359,373,530,570,2335,40,85,7.4972,3.7822,8.5943,7.2,3.4146,11.547,546.3122,0.9498,16.4552,206.0218,0.1991,56.7947,32.4692,24.7145,28.8975,88.208835,4.1814623,-349637.31,n
840235.052,55,459.58,359.541,960.97,459.405,359.442,961.717,454,466,353,367,941,979,2621,38,112,7.3135,4.8429,-36.4212,6.6604,4.4313,-36.2126,694.7391,0.9947,34.0378,157.4439,0.2005,67.6885,27.593,17.5951,23.8147,80.601393,4.0823752,-45479.658,n
840235.291,482,321.102,361.507,1138.275,321.116,361.674,1138.662,318,325,357,367,1123,1157,1050,34,51,4.7825,3.2334,17.0558,4.2514,3.0361,13.5915,215.6832,0.8597,5.4485,32.0617,0.1804,36.8893,29.9606,23.3224,30.1679,82.906209,4.1195827,84773.323,n
840235.324,526,430.833,367.065,1353.6,430.244,366.16,1353.561,427,437,362,373,1332,1373,1451,41,60,7.8616,3.4745,-36.1688,8.1674,2.9803,-37.2635,568.7838,1.868,0,319.2503,0.2088,71.4963,32.3941,23.7088,0,81.087409,4.1943397,242965.39,n
840235.325,527,264.685,177.702,1384.787,265.147,177.393,1384.329,260,269,175,183,1360,1405,873,45,42,5.8358,2.8908,52.4488,5.8516,2.1942,50.3938,312.7406,1.6419,10.7637,27.3655,0.2405,44.0046,32.5532,17.7816,31.6936,83.839029,1.0482269,265614.22,n
840235.333,536,237.214,177.517,1355.005,237.956,177.219,1355.272,233,244,174,183,1334,1383,1519,49,56,6.6556,3.2309,62.0005,6.5548,2.8744,68.8781,653.915,1.7843,10.2845,260.6931,0.2092,80.2075,39.9765,27.502,40.4654,84.292215,1.0453209,244224.98,n
840235.338,541,155.013,369.087,1358.717,155.198,368.904,1359.37,152,160,366,373,1336,1388,1065,52,39,4.7812,2.9489,-56.5689,4.4677,2.3621,-51.9916,415.4126,1.3718,19.719,129.4823,0.2163,58.8632,38.3502,23.7907,23.8446,85.67151,4.2400799,247241.47,n
840235.347,550,485.846,374.684,1378.295,485.996,374.381,1377.017,484,489,368,379,1352,1401,1040,49,39,6.3991,2.0051,-13.4818,4.8544,1.9785,-11.9929,440.1297,1.4505,35.5348,165.7883,0.1955,69.7935,39.4785,23.9197,8.1545,80.158207,4.3313565,260231.91,n
840235.350,553,73.067,182.148,1383.454,73.041,181.733,1383.963,71,76,179,187,1367,1401,540,34,29,4.6746,2.3841,12.3003,4.2554,1.9236,13.3522,183.4289,0.9702,5.0325,204.7597,0.2221,35.5458,28.0833,22.5864,27.6862,87.04079,1.1205467,265345.27,n
841835.010,21,495.142,469.453,889.297,495.177,469.566,889.293,489,501,464,476,868,911,2831,43,110,6.0887,5.812,78.4791,5.7935,5.329,37.3495,710.4708,1.2034,22.117,239.6428,0.2248,59.4029,35.1297,23.8919,27.4363,79.703368,21.870637,-98793.085,n
841835.023,36,70.671,506.696,891.864,70.3,507.142,891.522,64,78,501,512,860,923,5157,63,129,7.3109,5.694,-74.5666,6.1981,5.1034,-57.0586,2234.3201,1.636,0,316.7873,0.1984,156.8044,49.4506,28.8339,0,87.332685,22.515792,-97152.168,n
841835.070,112,38.265,111.34,962.428,38.487,111.384,965.22,32,43,106,117,945,982,1752,37,75,6.2157,3.8357,-38.6858,5.47,3.2347,-30.2495,1049.6557,1.643,0,335.8601,0.2832,88.5515,30.1208,18.0118,0,87.757868,15.910729,-42901.294,n
843435.010,18,449.829,371.696,900.52,449.939,371.756,900.779,441,457,368,377,883,919,1443,36,84,7.9558,3.0236,-79.378,6.8039,2.9058,-76.9043,363.0359,1.0138,0,94.152,0.2302,41.5172,22.3427,16.9072,0,80.75916,36.287672,-90337.697,n
